FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted
26398.js,-1.0,-1.0,-1.0,-1.0
26541.js,-1.0,-1.0,-1.0,-1.0
27178.js,-1.0,-1.0,-1.0,-1.0
27182.js,-1.0,-1.0,-1.0,-1.0
27247.js,-1.0,-1.0,-1.0,-1.0
27258.js,-1.0,-1.0,-1.0,-1.0
27353.js,-1.0,-1.0,-1.0,-1.0
27441.js,-1.0,-1.0,-1.0,-1.0
27443.js,-1.0,-1.0,-1.0,-1.0
29491.js,1.0,1.0909090909090908,0.7272727272727273,0.7272727272727273
300.js,-1.0,-1.0,-1.0,-1.0
320.js,-1.0,-1.0,-1.0,-1.0
337.js,-1.0,-1.0,-1.0,-1.0
39287.js,1.0,1.0909090909090908,0.7272727272727273,0.7272727272727273
4041.js,1.0,3.0,1.0,1.0
4075.js,1.0,4.0,1.0,1.0
4089.js,1.0,3.0,1.0,1.0
4139.js,1.0,4.0,1.0,1.0
4165.js,1.0,4.0,1.0,1.0
4307.js,1.0,1.2,0.6,0.6
43149.js,1.0,1.0909090909090908,0.7272727272727273,0.7272727272727273
44354.js,1.0,1.0909090909090908,0.7272727272727273,0.6363636363636364
448.js,-1.0,-1.0,-1.0,-1.0
45485.js,1.0,1.5,0.75,0.5
45491.js,1.0,1.5,0.75,0.75
45493.js,1.0,1.5,0.75,0.5
45502.js,1.0,1.75,1.0,1.0
45505.js,1.0,1.5,0.5,0.5
45510.js,1.0,1.5,0.75,0.5
45545.js,1.0,3.0,1.0,1.0
45639.js,-1.0,-1.0,-1.0,-1.0
45681.js,-1.0,-1.0,-1.0,-1.0
45730.js,-1.0,-1.0,-1.0,-1.0
45919.js,-1.0,-1.0,-1.0,-1.0
46104.js,-1.0,-1.0,-1.0,-1.0
46413.js,-1.0,-1.0,-1.0,-1.0
46432.js,1.0,3.0,1.5,1.5
4676.js,1.0,2.0,0.6666666666666666,1.0
4677.js,1.0,2.0,1.0,0.6666666666666666
46860.js,-1.0,-1.0,-1.0,-1.0
4698.js,1.0,2.3333333333333335,1.0,0.6666666666666666
471.js,-1.0,-1.0,-1.0,-1.0
47113.js,-1.0,-1.0,-1.0,-1.0
47250.js,-1.0,-1.0,-1.0,-1.0
473.js,-1.0,-1.0,-1.0,-1.0
47409.js,-1.0,-1.0,-1.0,-1.0
4764.js,1.0,0.35714285714285715,0.21428571428571427,0.21428571428571427
4861.js,1.0,1.375,1.0,1.0
48748.js,1.0,0.8571428571428571,0.42857142857142855,0.42857142857142855
48769.js,1.0,1.1666666666666667,0.6666666666666666,0.6666666666666666
48940.js,-1.0,-1.0,-1.0,-1.0
490.js,-1.0,-1.0,-1.0,-1.0
49416.js,-1.0,-1.0,-1.0,-1.0
4945.js,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333
49662.js,1.0,4.0,1.0,1.0
49663.js,1.0,4.0,1.0,1.0
49711.js,1.0,4.0,1.0,1.0
49847.js,1.0,0.75,0.375,0.375
4998.js,1.0,3.0,1.5,1.0
50055.js,1.0,3.0,1.0,1.0
50084.js,1.0,3.0,1.0,1.0
50130.js,1.0,3.0,1.0,1.0
50145.js,1.0,3.0,1.0,1.0
50198.js,1.0,3.0,1.0,1.0
50341.js,0.5,2.5,0.0,1.0
50345.js,0.5,2.5,0.0,0.0
50370.js,0.5,2.5,1.0,1.0
50382.js,0.5,2.5,1.0,0.0
50402.js,1.0,3.0,1.0,1.0
50435.js,1.0,3.0,1.0,1.0
50441.js,1.0,3.0,1.0,1.0
50453.js,1.0,3.0,1.0,1.0
50524.js,1.0,4.0,1.0,1.0
50529.js,1.0,4.0,1.0,1.0
50552.js,1.0,4.0,1.0,1.0
50562.js,1.0,4.0,1.0,1.0
50570.js,1.0,4.0,1.0,1.0
50600.js,1.0,2.3333333333333335,1.0,0.6666666666666666
50605.js,1.0,3.0,1.0,1.0
50635.js,1.0,3.0,1.0,1.0
50646.js,1.0,3.0,1.0,1.0
50674.js,1.0,3.0,1.0,1.0
50693.js,1.0,3.0,1.0,1.0
50721.js,1.0,3.0,1.0,1.0
50732.js,1.0,3.0,1.0,1.0
50735.js,1.0,3.0,1.0,1.0
50818.js,1.0,3.0,1.0,1.0
50889.js,1.0,3.0,1.0,1.0
51012.js,1.0,0.8241758241758241,0.7802197802197802,0.7802197802197802
51042.js,1.0,1.2857142857142858,0.7142857142857143,0.7142857142857143
51051.js,1.0,1.75,0.75,0.75
51070.js,1.0,1.75,0.75,0.75
51083.js,1.0,1.4,0.6,0.6
5111.js,1.0,5.0,1.0,2.0
51151.js,1.0,1.3333333333333333,0.6666666666666666,0.5
51153.js,1.0,1.1666666666666667,0.5,0.3333333333333333
51188.js,1.0,1.1666666666666667,0.5,0.5
5133.js,1.0,1.125,0.75,0.625
5134.js,1.0,0.32142857142857145,0.2857142857142857,0.2857142857142857
51378.js,1.0,0.9090909090909091,0.5454545454545454,0.45454545454545453
51515.js,1.0,1.6,0.8,0.6
51603.js,1.0,0.19801980198019803,0.15841584158415842,0.15841584158415842
51738.js,1.0,1.75,1.0,0.75
5200.js,1.0,1.2,0.4,0.4
5213.js,1.0,0.5,0.21428571428571427,0.14285714285714285
5214.js,1.0,0.5263157894736842,0.3157894736842105,0.3157894736842105
5217.js,1.0,2.0,1.0,1.0
524.js,-1.0,-1.0,-1.0,-1.0
5246.js,1.0,0.7,0.3,0.4
5259.js,1.0,0.875,0.375,0.375
5262.js,1.0,0.8571428571428571,0.42857142857142855,0.2857142857142857
52707.js,1.0,1.0,0.42857142857142855,0.42857142857142855
52733.js,1.0,1.2857142857142858,0.7142857142857143,0.7142857142857143
52883.js,1.0,0.9,0.5,0.4
53082.js,-1.0,-1.0,-1.0,-1.0
53089.js,-1.0,-1.0,-1.0,-1.0
53097.js,1.0,0.3333333333333333,0.21212121212121213,0.21212121212121213
53217.js,1.0,2.0,0.75,1.0
5323.js,1.0,3.0,1.0,1.5
53346.js,1.0,1.75,0.75,0.75
53380.js,1.0,2.0,1.0,1.0
53384.js,1.0,3.0,1.0,1.0
53399.js,1.0,1.8,1.0,1.0
53473.js,1.0,1.2222222222222223,0.7777777777777778,0.7777777777777778
53509.js,1.0,3.0,0.5,1.0
53531.js,1.0,3.0,0.5,1.0
53628.js,1.0,1.0,0.7142857142857143,0.7142857142857143
53651.js,1.0,0.6428571428571429,0.35714285714285715,0.35714285714285715
53741.js,1.0,1.0,0.4444444444444444,0.5555555555555556
53868.js,1.0,1.2307692307692308,0.9230769230769231,0.9230769230769231
5394.js,1.0,1.5,0.875,1.0
5396.js,1.0,0.9565217391304348,0.8478260869565217,0.8695652173913043
5403.js,1.0,0.9276139410187667,0.9168900804289544,0.9168900804289544
54129.js,1.0,0.4375,0.125,0.125
54238.js,-1.0,-1.0,-1.0,-1.0
5431.js,1.0,0.7560975609756098,0.7073170731707317,0.7073170731707317
54354.js,1.0,0.9,0.4,0.5
5449.js,1.0,4.0,1.0,1.0
54815.js,1.0,1.6,0.6,0.6
54874.js,1.0,0.9,0.5,0.4
55065.js,1.0,1.6666666666666667,1.0,1.0
55073.js,1.0,1.375,0.875,0.875
5525.js,1.0,0.9333333333333333,0.6,0.6666666666666666
55287.js,1.0,0.9,0.5,0.5
55289.js,1.0,1.6,0.6,0.6
55350.js,1.0,1.2,0.7,0.8
55447.js,1.0,0.5384615384615384,0.4358974358974359,0.4358974358974359
55483.js,1.0,1.2857142857142858,0.7142857142857143,0.7142857142857143
55560.js,1.0,0.8181818181818182,0.45454545454545453,0.36363636363636365
55570.js,1.0,1.0,0.5555555555555556,0.4444444444444444
5565.js,1.0,2.0,1.0,1.0
55685.js,1.0,0.43902439024390244,0.3902439024390244,0.3902439024390244
55725.js,1.0,1.0,0.2857142857142857,0.42857142857142855
55733.js,1.0,0.7857142857142857,0.5,0.5
55856.js,1.0,1.1,0.7,0.7
56047.js,1.0,1.0833333333333333,0.75,0.6666666666666666
56167.js,1.0,1.1666666666666667,0.3333333333333333,0.3333333333333333
56216.js,1.0,1.2222222222222223,0.7777777777777778,0.7777777777777778
5623.js,1.0,0.4666666666666667,0.13333333333333333,0.13333333333333333
56348.js,1.0,1.1666666666666667,0.8333333333333334,0.8333333333333334
56372.js,1.0,1.1666666666666667,0.5,0.5
56410.js,1.0,0.9090909090909091,0.5454545454545454,0.5454545454545454
56418.js,1.0,1.0,0.6666666666666666,0.5833333333333334
5646.js,1.0,2.3333333333333335,1.0,0.6666666666666666
56467.js,1.0,0.8125,0.5625,0.5625
56478.js,1.0,0.2054794520547945,0.1506849315068493,0.136986301369863
56487.js,1.0,0.6923076923076923,0.38461538461538464,0.3076923076923077
5649.js,1.0,0.7,0.3,0.3
56547.js,1.0,1.3333333333333333,0.8888888888888888,0.8888888888888888
56601.js,1.0,1.0,0.5,0.5
56727.js,1.0,1.75,0.75,0.75
56892.js,1.0,2.0,0.3333333333333333,0.6666666666666666
56923.js,1.0,0.75,0.55,0.55
57025.js,1.0,3.0,0.5,0.5
5711.js,1.0,0.5,0.25,0.16666666666666666
57194.js,1.0,2.0,0.6666666666666666,1.0
57223.js,1.0,0.5384615384615384,0.23076923076923078,0.23076923076923078
57426.js,1.0,1.4,0.8,1.0
57449.js,1.0,2.0,0.5,0.5
57455.js,1.0,2.0,0.5,0.5
57567.js,1.0,1.0,0.0,0.0
5758.js,1.0,0.75,0.25,0.25
57583.js,1.0,0.3333333333333333,0.18518518518518517,0.18518518518518517
57617.js,1.0,2.3333333333333335,1.3333333333333333,1.0
57698.js,1.0,1.5,0.6666666666666666,0.8333333333333334
5784.js,1.0,1.2857142857142858,0.8571428571428571,0.8571428571428571
57951.js,1.0,1.0,0.4444444444444444,0.5555555555555556
57964.js,1.0,0.7272727272727273,0.36363636363636365,0.2727272727272727
57973.js,-1.0,-1.0,-1.0,-1.0
58032.js,-1.0,-1.0,-1.0,-1.0
58229.js,1.0,1.2857142857142858,0.8571428571428571,1.0
58294.js,1.0,2.0,1.3333333333333333,1.3333333333333333
58412.js,1.0,1.1428571428571428,0.5714285714285714,0.5714285714285714
58487.js,1.0,0.5333333333333333,0.26666666666666666,0.26666666666666666
58550.js,1.0,1.1,0.9,0.9
58570.js,1.0,2.0,1.3333333333333333,1.0
58616.js,1.0,0.875,0.625,0.5
58645.js,1.0,1.2,0.8,0.6
58685.js,1.0,0.5111111111111111,0.4666666666666667,0.4666666666666667
5888.js,1.0,4.0,1.0,1.0
59012.js,1.0,0.8571428571428571,0.42857142857142855,0.42857142857142855
5905.js,1.0,4.0,1.0,1.0
59075.js,1.0,1.4,0.8,0.6
59093.js,1.0,2.0,0.5,0.5
59099.js,1.0,2.3333333333333335,1.3333333333333333,1.0
59106.js,1.0,0.6470588235294118,0.5294117647058824,0.5294117647058824
59117.js,1.0,1.0833333333333333,0.8333333333333334,0.9166666666666666
59156.js,1.0,2.0,1.0,0.6666666666666666
59164.js,1.0,1.0,0.5,0.3333333333333333
59167.js,1.0,0.8235294117647058,0.7058823529411765,0.7058823529411765
59261.js,1.0,0.7272727272727273,0.5454545454545454,0.5454545454545454
59294.js,1.0,2.0,1.0,1.25
59296.js,1.0,1.1,0.8,0.8
59309.js,1.0,1.2857142857142858,1.0,1.0
59540.js,1.0,1.0,0.6,0.6
59730.js,1.0,1.1666666666666667,0.6666666666666666,0.16666666666666666
59875.js,1.0,2.5,0.0,0.0
6010.js,1.0,4.0,1.0,1.0
6014.js,1.0,4.0,1.0,1.0
60275.js,1.0,1.25,0.5,0.25
60326.js,1.0,2.5,0.0,0.0
60393.js,1.0,1.2857142857142858,0.7142857142857143,0.8571428571428571
60544.js,1.0,1.0,0.3333333333333333,0.3333333333333333
60633.js,1.0,0.7222222222222222,0.5555555555555556,0.5555555555555556
60774.js,1.0,1.5,1.1666666666666667,1.1666666666666667
60820.js,1.0,2.0,0.5,0.5
60881.js,1.0,0.75,0.5,0.4166666666666667
60966.js,1.0,1.1428571428571428,0.8571428571428571,0.7142857142857143
61006.js,1.0,1.5,0.5,0.5
61022.js,1.0,1.0,0.3333333333333333,0.3333333333333333
61136.js,1.0,3.0,1.0,1.0
61201.js,1.0,0.8571428571428571,0.42857142857142855,0.42857142857142855
61344.js,1.0,1.0,1.0,1.0
61443.js,1.0,0.8,0.6,0.6
61603.js,0.8571428571428571,1.2857142857142858,0.5714285714285714,0.5714285714285714
6162.js,1.0,3.0,1.0,1.0
61642.js,1.0,0.5,0.125,0.125
61708.js,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666
61733.js,1.0,2.5,0.5,0.5
61748.js,1.0,2.5,0.0,1.0
6175.js,1.0,2.5,0.0,0.0
61757.js,1.0,1.2,0.4,0.6
61844.js,1.0,1.75,1.0,0.0
61902.js,1.0,0.3157894736842105,0.15789473684210525,0.10526315789473684
61980.js,1.0,0.7647058823529411,0.7058823529411765,0.7058823529411765
61999.js,1.0,0.75,0.4166666666666667,0.5
62048.js,1.0,1.2,0.6,0.6
62225.js,1.0,1.5,0.5,0.5
62277.js,1.0,1.0,0.3333333333333333,0.3333333333333333
6233.js,1.0,4.0,1.0,1.0
62368.js,1.0,1.0,1.0,1.0
62461.js,0.75,1.75,0.25,0.25
62479.js,1.0,0.34375,0.25,0.25
62696.js,1.0,0.625,0.125,0.125
62703.js,1.0,0.8,0.5,0.5
62758.js,1.0,0.125,0.05357142857142857,0.07142857142857142
6279.js,1.0,3.0,1.0,1.0
62860.js,1.0,1.0,0.25,0.25
62914.js,1.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
62961.js,1.0,2.0,0.5,0.5
62996.js,1.0,0.7272727272727273,0.45454545454545453,0.5454545454545454
63048.js,1.0,1.6,0.2,0.2
63067.js,1.0,1.4285714285714286,1.0,0.8571428571428571
63121.js,1.0,1.375,0.5,0.625
63155.js,1.0,1.0,0.75,0.75
63163.js,1.0,1.0,0.25,0.25
63189.js,1.0,2.5,1.0,1.0
6329.js,1.0,3.0,1.0,1.0
63301.js,1.0,3.0,1.0,1.0
63316.js,0.75,2.0,1.0,1.25
634.js,1.0,4.0,1.0,1.0
63436.js,1.0,1.2,0.6,0.4
63481.js,0.6666666666666666,2.0,1.0,0.0
63520.js,1.0,0.15,0.05,0.05
63540.js,1.0,0.41203703703703703,0.39814814814814814,0.39814814814814814
63628.js,1.0,0.5882352941176471,0.29411764705882354,0.35294117647058826
63663.js,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111
63674.js,1.0,0.44206008583690987,0.4291845493562232,0.4248927038626609
63698.js,1.0,0.2857142857142857,0.21428571428571427,0.21428571428571427
6370.js,1.0,4.0,1.0,1.0
63735.js,1.0,1.5,0.5,0.75
63757.js,1.0,0.6666666666666666,0.4166666666666667,0.4166666666666667
63832.js,-1.0,-1.0,-1.0,-1.0
63886.js,1.0,2.0,0.5,0.5
63991.js,1.0,0.8181818181818182,0.5454545454545454,0.5454545454545454
64206.js,1.0,2.5,0.0,1.0
6422.js,1.0,4.0,1.0,1.0
64381.js,1.0,1.75,1.0,0.25
64405.js,1.0,1.0,0.0,0.0
64486.js,1.0,1.6,0.6,1.2
64731.js,1.0,2.3333333333333335,1.0,1.3333333333333333
6476.js,1.0,4.0,1.0,1.0
64890.js,1.0,1.125,0.75,0.75
64988.js,1.0,1.0909090909090908,0.7272727272727273,0.8181818181818182
6500.js,1.0,2.5,1.0,0.0
65036.js,0.9393939393939394,0.45454545454545453,0.3939393939393939,0.3939393939393939
65052.js,1.0,0.7692307692307693,0.6153846153846154,0.6153846153846154
65083.js,1.0,1.25,0.875,1.0
65192.js,1.0,1.0,0.7142857142857143,0.5714285714285714
65219.js,1.0,1.0833333333333333,0.08333333333333333,1.0
65234.js,1.0,1.1111111111111112,0.6666666666666666,0.6666666666666666
65267.js,1.0,0.8,0.6,0.6
65290.js,1.0,1.6,1.2,1.0
65321.js,1.0,0.5833333333333334,0.4166666666666667,0.4166666666666667
65545.js,1.0,1.2,0.4,0.6
6566.js,1.0,3.0,1.0,1.0
65663.js,1.0,0.35714285714285715,0.21428571428571427,0.21428571428571427
65828.js,1.0,3.0,1.0,1.0
6586.js,1.0,3.0,1.0,1.0
65949.js,1.0,2.0,1.0,1.0
66144.js,1.0,3.0,1.5,1.0
66199.js,1.0,0.5833333333333334,0.16666666666666666,0.25
66225.js,1.0,0.8333333333333334,0.5,0.5
66260.js,1.0,0.5,0.3888888888888889,0.3888888888888889
66323.js,1.0,1.3333333333333333,0.8888888888888888,0.8888888888888888
66363.js,1.0,1.4285714285714286,0.7142857142857143,0.8571428571428571
66365.js,1.0,1.4,0.6,0.6
66377.js,1.0,1.5,0.8333333333333334,0.6666666666666666
66394.js,1.0,2.0,0.75,1.0
66399.js,1.0,1.75,0.25,1.25
66479.js,1.0,3.0,1.0,0.5
66502.js,1.0,3.0,1.0,0.5
66716.js,-1.0,-1.0,-1.0,-1.0
6682.js,-1.0,-1.0,-1.0,-1.0
66894.js,1.0,4.0,1.0,1.0
6704.js,-1.0,-1.0,-1.0,-1.0
67717.js,1.0,3.0,1.0,1.0
67724.js,1.0,4.0,1.0,1.0
67737.js,1.0,2.0,0.5,0.5
67871.js,-1.0,-1.0,-1.0,-1.0
67894.js,1.0,3.0,1.5,1.5
67918.js,1.0,3.0,1.5,1.0
68040.js,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333
6806.js,1.0,1.0,0.5714285714285714,0.5714285714285714
68139.js,1.0,3.0,1.0,1.0
68198.js,-1.0,-1.0,-1.0,-1.0
68297.js,1.0,4.0,1.0,1.0
68505.js,-1.0,-1.0,-1.0,-1.0
68564.js,-1.0,-1.0,-1.0,-1.0
68624.js,-1.0,-1.0,-1.0,-1.0
68647.js,1.0,0.3333333333333333,0.08333333333333333,0.08333333333333333
68706.js,1.0,2.0,0.5,0.5
68856.js,1.0,2.5,0.0,1.5
69433.js,1.0,4.0,1.0,1.0
6944.js,-1.0,-1.0,-1.0,-1.0
69469.js,-1.0,-1.0,-1.0,-1.0
69578.js,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333
69705.js,1.0,3.0,1.0,1.0
6973.js,-1.0,-1.0,-1.0,-1.0
69826.js,1.0,4.0,1.0,1.0
70143.js,-1.0,-1.0,-1.0,-1.0
70158.js,1.0,4.0,1.0,1.0
70346.js,1.0,1.2,0.6,0.6
70353.js,1.0,4.0,1.0,1.0
70745.js,1.0,4.0,1.0,1.0
70748.js,1.0,4.0,1.0,1.0
70840.js,-1.0,-1.0,-1.0,-1.0
7091.js,0.5,2.5,0.0,1.0
71056.js,1.0,4.0,1.0,1.0
7124.js,1.0,1.1428571428571428,0.7142857142857143,0.7142857142857143
71310.js,1.0,3.0,1.0,1.0
71371.js,1.0,4.0,1.0,1.0
7156.js,1.0,4.0,1.0,1.0
71664.js,-1.0,-1.0,-1.0,-1.0
7167.js,1.0,4.0,1.0,1.0
71716.js,1.0,1.2105263157894737,1.0526315789473684,1.0
71739.js,1.0,4.0,1.0,1.0
71855.js,1.0,2.0,1.0,1.0
72068.js,1.0,2.0,0.5,0.5
72075.js,-1.0,-1.0,-1.0,-1.0
72137.js,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857
72227.js,1.0,0.8947368421052632,0.7894736842105263,0.7894736842105263
72273.js,1.0,0.47058823529411764,0.23529411764705882,0.17647058823529413
72470.js,1.0,2.3333333333333335,1.0,1.0
72620.js,1.0,4.0,1.0,1.0
72663.js,-1.0,-1.0,-1.0,-1.0
7270.js,-1.0,-1.0,-1.0,-1.0
72841.js,1.0,2.0,0.75,1.0
72930.js,1.0,4.0,1.0,1.0
72949.js,1.0,2.0,0.5,0.5
72951.js,1.0,4.0,1.0,1.0
72989.js,1.0,4.0,1.0,1.0
72997.js,-1.0,-1.0,-1.0,-1.0
73020.js,-1.0,-1.0,-1.0,-1.0
73026.js,-1.0,-1.0,-1.0,-1.0
73243.js,1.0,2.0,0.6666666666666666,1.0
73244.js,1.0,1.5,0.5,0.75
7325.js,1.0,2.0,0.6666666666666666,0.6666666666666666
73351.js,-1.0,-1.0,-1.0,-1.0
73385.js,-1.0,-1.0,-1.0,-1.0
73402.js,-1.0,-1.0,-1.0,-1.0
73432.js,1.0,3.0,1.0,1.0
73442.js,1.0,2.0,0.5,0.5
73458.js,-1.0,-1.0,-1.0,-1.0
73506.js,1.0,2.5,1.0,1.5
73540.js,-1.0,-1.0,-1.0,-1.0
73570.js,-1.0,-1.0,-1.0,-1.0
73592.js,-1.0,-1.0,-1.0,-1.0
73627.js,-1.0,-1.0,-1.0,-1.0
73772.js,-1.0,-1.0,-1.0,-1.0
73790.js,-1.0,-1.0,-1.0,-1.0
73795.js,-1.0,-1.0,-1.0,-1.0
738.js,1.0,2.0,1.0,1.3333333333333333
73803.js,-1.0,-1.0,-1.0,-1.0
73809.js,-1.0,-1.0,-1.0,-1.0
73836.js,-1.0,-1.0,-1.0,-1.0
73839.js,-1.0,-1.0,-1.0,-1.0
73943.js,-1.0,-1.0,-1.0,-1.0
73946.js,-1.0,-1.0,-1.0,-1.0
73964.js,-1.0,-1.0,-1.0,-1.0
74047.js,-1.0,-1.0,-1.0,-1.0
74079.js,0.5,2.5,0.0,0.0
74119.js,0.5,2.5,0.0,1.0
74220.js,-1.0,-1.0,-1.0,-1.0
74229.js,-1.0,-1.0,-1.0,-1.0
74239.js,-1.0,-1.0,-1.0,-1.0
74275.js,-1.0,-1.0,-1.0,-1.0
74281.js,-1.0,-1.0,-1.0,-1.0
