FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted
32164.js,-1.0,-1.0,-1.0,-1.0
32188.js,-1.0,-1.0,-1.0,-1.0
32279.js,-1.0,-1.0,-1.0,-1.0
32369.js,-1.0,-1.0,-1.0,-1.0
32515.js,-1.0,-1.0,-1.0,-1.0
32551.js,-1.0,-1.0,-1.0,-1.0
32556.js,-1.0,-1.0,-1.0,-1.0
32626.js,-1.0,-1.0,-1.0,-1.0
32745.js,-1.0,-1.0,-1.0,-1.0
32747.js,-1.0,-1.0,-1.0,-1.0
3284.js,1.0,4.0,1.0,1.0
32843.js,-1.0,-1.0,-1.0,-1.0
32846.js,-1.0,-1.0,-1.0,-1.0
32896.js,-1.0,-1.0,-1.0,-1.0
33023.js,-1.0,-1.0,-1.0,-1.0
33031.js,-1.0,-1.0,-1.0,-1.0
33046.js,-1.0,-1.0,-1.0,-1.0
33261.js,-1.0,-1.0,-1.0,-1.0
33341.js,-1.0,-1.0,-1.0,-1.0
33370.js,-1.0,-1.0,-1.0,-1.0
33397.js,-1.0,-1.0,-1.0,-1.0
33427.js,-1.0,-1.0,-1.0,-1.0
33489.js,-1.0,-1.0,-1.0,-1.0
3354.js,1.0,4.0,1.0,1.0
33586.js,-1.0,-1.0,-1.0,-1.0
33599.js,-1.0,-1.0,-1.0,-1.0
33613.js,-1.0,-1.0,-1.0,-1.0
33634.js,-1.0,-1.0,-1.0,-1.0
33835.js,-1.0,-1.0,-1.0,-1.0
33895.js,-1.0,-1.0,-1.0,-1.0
3391.js,1.0,4.0,1.0,1.0
34023.js,-1.0,-1.0,-1.0,-1.0
34055.js,-1.0,-1.0,-1.0,-1.0
34209.js,-1.0,-1.0,-1.0,-1.0
34265.js,-1.0,-1.0,-1.0,-1.0
34292.js,-1.0,-1.0,-1.0,-1.0
34322.js,-1.0,-1.0,-1.0,-1.0
34401.js,-1.0,-1.0,-1.0,-1.0
34522.js,-1.0,-1.0,-1.0,-1.0
34526.js,-1.0,-1.0,-1.0,-1.0
34534.js,-1.0,-1.0,-1.0,-1.0
34553.js,-1.0,-1.0,-1.0,-1.0
34602.js,-1.0,-1.0,-1.0,-1.0
34620.js,-1.0,-1.0,-1.0,-1.0
34631.js,-1.0,-1.0,-1.0,-1.0
3465.js,1.0,4.0,1.0,1.0
34651.js,-1.0,-1.0,-1.0,-1.0
34848.js,-1.0,-1.0,-1.0,-1.0
34903.js,-1.0,-1.0,-1.0,-1.0
34939.js,-1.0,-1.0,-1.0,-1.0
34947.js,-1.0,-1.0,-1.0,-1.0
35296.js,-1.0,-1.0,-1.0,-1.0
35349.js,-1.0,-1.0,-1.0,-1.0
35400.js,-1.0,-1.0,-1.0,-1.0
35504.js,-1.0,-1.0,-1.0,-1.0
35540.js,-1.0,-1.0,-1.0,-1.0
3558.js,1.0,0.42857142857142855,0.14285714285714285,0.21428571428571427
35829.js,-1.0,-1.0,-1.0,-1.0
35855.js,-1.0,-1.0,-1.0,-1.0
35958.js,-1.0,-1.0,-1.0,-1.0
35993.js,-1.0,-1.0,-1.0,-1.0
36135.js,-1.0,-1.0,-1.0,-1.0
36317.js,-1.0,-1.0,-1.0,-1.0
36371.js,-1.0,-1.0,-1.0,-1.0
36376.js,-1.0,-1.0,-1.0,-1.0
36511.js,-1.0,-1.0,-1.0,-1.0
36516.js,-1.0,-1.0,-1.0,-1.0
3653.js,1.0,4.0,1.0,1.0
3659.js,1.0,4.0,1.0,1.0
36637.js,-1.0,-1.0,-1.0,-1.0
36662.js,-1.0,-1.0,-1.0,-1.0
36903.js,-1.0,-1.0,-1.0,-1.0
37088.js,-1.0,-1.0,-1.0,-1.0
37159.js,-1.0,-1.0,-1.0,-1.0
3717.js,1.0,4.0,1.0,1.0
3718.js,1.0,4.0,1.0,1.0
37277.js,-1.0,-1.0,-1.0,-1.0
37464.js,-1.0,-1.0,-1.0,-1.0
37503.js,-1.0,-1.0,-1.0,-1.0
37610.js,-1.0,-1.0,-1.0,-1.0
37699.js,-1.0,-1.0,-1.0,-1.0
37864.js,-1.0,-1.0,-1.0,-1.0
37998.js,-1.0,-1.0,-1.0,-1.0
38001.js,-1.0,-1.0,-1.0,-1.0
3801.js,1.0,4.0,1.0,1.0
38031.js,-1.0,-1.0,-1.0,-1.0
38090.js,-1.0,-1.0,-1.0,-1.0
38102.js,-1.0,-1.0,-1.0,-1.0
38161.js,-1.0,-1.0,-1.0,-1.0
38177.js,-1.0,-1.0,-1.0,-1.0
38295.js,-1.0,-1.0,-1.0,-1.0
38411.js,-1.0,-1.0,-1.0,-1.0
38472.js,-1.0,-1.0,-1.0,-1.0
38577.js,-1.0,-1.0,-1.0,-1.0
38607.js,-1.0,-1.0,-1.0,-1.0
38617.js,-1.0,-1.0,-1.0,-1.0
3873.js,1.0,4.0,1.0,1.0
38760.js,1.0,1.125,0.625,0.5
38786.js,1.0,1.125,0.625,0.625
38807.js,1.0,1.125,0.625,0.625
38815.js,1.0,1.125,0.625,0.625
38823.js,1.0,1.125,0.625,0.625
3884.js,1.0,4.0,1.0,1.0
38872.js,1.0,1.125,0.5,0.625
38970.js,1.0,1.125,0.625,0.5
39025.js,1.0,1.125,0.5,0.625
3924.js,1.0,2.0,0.6666666666666666,0.6666666666666666
39278.js,1.0,1.125,0.625,0.625
39287.js,1.0,1.0909090909090908,0.7272727272727273,0.7272727272727273
39463.js,1.0,1.125,0.625,0.625
3949.js,1.0,4.0,1.0,1.0
39563.js,1.0,1.125,0.5,0.5
39575.js,1.0,1.125,0.625,0.625
39641.js,1.0,1.125,0.625,0.5
39657.js,1.0,1.125,0.625,0.5
39685.js,1.0,1.125,0.5,0.625
39689.js,1.0,1.125,0.625,0.625
39795.js,1.0,1.125,0.625,0.5
39835.js,1.0,1.125,0.625,0.625
39845.js,1.0,1.125,0.5,0.5
39953.js,1.0,1.125,0.625,0.625
39987.js,1.0,1.125,0.625,0.625
40095.js,1.0,1.125,0.5,0.5
40133.js,1.0,1.125,0.625,0.625
40172.js,1.0,1.125,0.625,0.5
40283.js,1.0,1.125,0.5,0.5
4041.js,1.0,3.0,1.0,1.0
40486.js,1.0,1.125,0.625,0.625
40512.js,1.0,1.125,0.625,0.625
4075.js,1.0,4.0,1.0,1.0
40938.js,1.0,1.125,0.625,0.5
40984.js,1.0,1.125,0.5,0.625
41114.js,1.0,1.125,0.5,0.625
41351.js,1.0,1.125,0.5,0.625
41427.js,1.0,1.125,0.625,0.625
41525.js,1.0,1.125,0.625,0.625
4165.js,1.0,4.0,1.0,1.0
41703.js,1.0,1.125,0.625,0.625
41746.js,1.0,1.125,0.625,0.625
41759.js,1.0,1.125,0.5,0.625
41785.js,1.0,1.125,0.625,0.625
41931.js,1.0,1.125,0.625,0.625
41949.js,1.0,1.125,0.625,0.5
42393.js,1.0,1.125,0.625,0.625
42462.js,1.0,1.125,0.5,0.5
42466.js,1.0,1.125,0.625,0.625
42622.js,1.0,1.125,0.625,0.625
42641.js,1.0,1.125,0.5,0.625
42720.js,1.0,1.125,0.625,0.625
42722.js,1.0,1.125,0.5,0.625
42892.js,1.0,1.125,0.625,0.625
42984.js,1.0,1.125,0.625,0.625
43082.js,1.0,1.125,0.625,0.625
43405.js,1.0,1.125,0.625,0.5
43492.js,1.0,1.125,0.625,0.625
43566.js,1.0,1.125,0.625,0.625
43851.js,1.0,1.125,0.5,0.625
43891.js,1.0,1.125,0.625,0.5
43898.js,1.0,1.125,0.625,0.625
43931.js,1.0,1.125,0.5,0.625
43981.js,1.0,1.125,0.5,0.5
44079.js,1.0,1.125,0.625,0.625
44114.js,1.0,1.125,0.5,0.5
44122.js,1.0,1.125,0.5,0.625
44139.js,1.0,1.125,0.5,0.625
44169.js,1.0,1.125,0.625,0.625
44293.js,1.0,1.125,0.625,0.5
44333.js,1.0,1.125,0.625,0.625
44354.js,1.0,1.0909090909090908,0.7272727272727273,0.7272727272727273
44431.js,1.0,1.125,0.5,0.625
44471.js,1.0,1.125,0.625,0.625
44473.js,1.0,1.125,0.625,0.625
44518.js,1.0,1.125,0.5,0.625
44553.js,1.0,1.125,0.625,0.625
44575.js,1.0,1.125,0.625,0.625
44576.js,1.0,1.125,0.625,0.625
44624.js,1.0,1.125,0.625,0.625
44685.js,1.0,1.125,0.625,0.625
448.js,-1.0,-1.0,-1.0,-1.0
44963.js,1.0,1.125,0.5,0.625
45063.js,1.0,1.125,0.625,0.625
45101.js,1.0,1.125,0.625,0.625
45107.js,1.0,1.125,0.625,0.625
45154.js,1.0,1.125,0.625,0.5
45220.js,1.0,1.125,0.625,0.625
45243.js,1.0,1.125,0.625,0.625
45324.js,1.0,1.125,0.625,0.5
45333.js,1.0,1.125,0.5,0.5
45502.js,1.0,1.75,1.0,0.75
45730.js,-1.0,-1.0,-1.0,-1.0
45861.js,-1.0,-1.0,-1.0,-1.0
45919.js,-1.0,-1.0,-1.0,-1.0
46.js,1.0,2.3333333333333335,1.0,0.6666666666666666
46063.js,-1.0,-1.0,-1.0,-1.0
46104.js,-1.0,-1.0,-1.0,-1.0
46111.js,-1.0,-1.0,-1.0,-1.0
46413.js,-1.0,-1.0,-1.0,-1.0
46432.js,1.0,3.0,1.5,1.5
4654.js,1.0,2.5,0.0,1.0
46572.js,-1.0,-1.0,-1.0,-1.0
4676.js,1.0,2.0,1.0,0.6666666666666666
46860.js,-1.0,-1.0,-1.0,-1.0
47010.js,-1.0,-1.0,-1.0,-1.0
47021.js,-1.0,-1.0,-1.0,-1.0
47113.js,-1.0,-1.0,-1.0,-1.0
47154.js,1.0,1.2,0.4,0.4
47250.js,-1.0,-1.0,-1.0,-1.0
47289.js,1.0,4.0,1.0,1.0
47526.js,-1.0,-1.0,-1.0,-1.0
47656.js,1.0,4.0,1.0,1.0
48874.js,-1.0,-1.0,-1.0,-1.0
48940.js,-1.0,-1.0,-1.0,-1.0
49340.js,1.0,4.0,1.0,1.0
49662.js,1.0,4.0,1.0,1.0
49680.js,1.0,4.0,1.0,1.0
49711.js,1.0,4.0,1.0,1.0
50055.js,1.0,3.0,1.0,1.0
50084.js,1.0,3.0,1.0,1.0
50145.js,1.0,3.0,1.0,1.0
50382.js,0.5,2.5,0.0,0.0
50435.js,1.0,3.0,1.0,1.0
50453.js,1.0,3.0,1.0,1.0
50529.js,1.0,4.0,1.0,1.0
