FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
3354.js,1,4,1,1,,,
3391.js,1,4,1,1,,,
3465.js,1,4,1,1,,,
3558.js,1,0.428571429,0.142857143,0.214285714,,,
3653.js,1,4,1,1,,,
3659.js,1,4,1,1,,,
3717.js,1,4,1,1,,,
3718.js,1,4,1,1,,,
3801.js,1,4,1,1,,,
3873.js,1,4,1,1,,,
38760.js,1,1.125,0.625,0.5,,,
38786.js,1,1.125,0.625,0.625,,,
38807.js,1,1.125,0.625,0.625,,,
38815.js,1,1.125,0.625,0.625,,,
38823.js,1,1.125,0.625,0.625,,,
3884.js,1,4,1,1,,,
38872.js,1,1.125,0.5,0.625,,,
38970.js,1,1.125,0.625,0.5,,,
39025.js,1,1.125,0.5,0.625,,,
3924.js,1,2,0.666666667,0.666666667,,,
39278.js,1,1.125,0.625,0.625,,,
39287.js,1,1.090909091,0.727272727,0.727272727,,,
39463.js,1,1.125,0.625,0.625,,,
3949.js,1,4,1,1,,,
39563.js,1,1.125,0.5,0.5,,,
39575.js,1,1.125,0.625,0.625,,,
39641.js,1,1.125,0.625,0.5,,,
39657.js,1,1.125,0.625,0.5,,,
39685.js,1,1.125,0.5,0.625,,,
39689.js,1,1.125,0.625,0.625,,,
39795.js,1,1.125,0.625,0.5,,,
39835.js,1,1.125,0.625,0.625,,,
39845.js,1,1.125,0.5,0.5,,,
39953.js,1,1.125,0.625,0.625,,,
39987.js,1,1.125,0.625,0.625,,,
40095.js,1,1.125,0.5,0.5,,,
40133.js,1,1.125,0.625,0.625,,,
40172.js,1,1.125,0.625,0.5,,,
40283.js,1,1.125,0.5,0.5,,,
4041.js,1,3,1,1,,,
40486.js,1,1.125,0.625,0.625,,,
40512.js,1,1.125,0.625,0.625,,,
4075.js,1,4,1,1,,,
40938.js,1,1.125,0.625,0.5,,,
40984.js,1,1.125,0.5,0.625,,,
41114.js,1,1.125,0.5,0.625,,,
41351.js,1,1.125,0.5,0.625,,,
41427.js,1,1.125,0.625,0.625,,,
41525.js,1,1.125,0.625,0.625,,,
4165.js,1,4,1,1,,,
41703.js,1,1.125,0.625,0.625,,,
41746.js,1,1.125,0.625,0.625,,,
41759.js,1,1.125,0.5,0.625,,,
41785.js,1,1.125,0.625,0.625,,,
41931.js,1,1.125,0.625,0.625,,,
41949.js,1,1.125,0.625,0.5,,,
42393.js,1,1.125,0.625,0.625,,,
42462.js,1,1.125,0.5,0.5,,,
42466.js,1,1.125,0.625,0.625,,,
42622.js,1,1.125,0.625,0.625,,,
42641.js,1,1.125,0.5,0.625,,,
42720.js,1,1.125,0.625,0.625,,,
42722.js,1,1.125,0.5,0.625,,,
42892.js,1,1.125,0.625,0.625,,,
42984.js,1,1.125,0.625,0.625,,,
43082.js,1,1.125,0.625,0.625,,,
43405.js,1,1.125,0.625,0.5,,,
43492.js,1,1.125,0.625,0.625,,,
43566.js,1,1.125,0.625,0.625,,,
43851.js,1,1.125,0.5,0.625,,,
43891.js,1,1.125,0.625,0.5,,,
43898.js,1,1.125,0.625,0.625,,,
43931.js,1,1.125,0.5,0.625,,,
43981.js,1,1.125,0.5,0.5,,,
44079.js,1,1.125,0.625,0.625,,,
44114.js,1,1.125,0.5,0.5,,,
44122.js,1,1.125,0.5,0.625,,,
44139.js,1,1.125,0.5,0.625,,,
44169.js,1,1.125,0.625,0.625,,,
44293.js,1,1.125,0.625,0.5,,,
44333.js,1,1.125,0.625,0.625,,,
44354.js,1,1.090909091,0.727272727,0.727272727,,,
44431.js,1,1.125,0.5,0.625,,,
44471.js,1,1.125,0.625,0.625,,,
44473.js,1,1.125,0.625,0.625,,,
44518.js,1,1.125,0.5,0.625,,,
44553.js,1,1.125,0.625,0.625,,,
44575.js,1,1.125,0.625,0.625,,,
44576.js,1,1.125,0.625,0.625,,,
44624.js,1,1.125,0.625,0.625,,,
44685.js,1,1.125,0.625,0.625,,,
44963.js,1,1.125,0.5,0.625,,,
45063.js,1,1.125,0.625,0.625,,,
45101.js,1,1.125,0.625,0.625,,,
45107.js,1,1.125,0.625,0.625,,,
45154.js,1,1.125,0.625,0.5,,,
45220.js,1,1.125,0.625,0.625,,,
45243.js,1,1.125,0.625,0.625,,,
45324.js,1,1.125,0.625,0.5,,,
45333.js,1,1.125,0.5,0.5,,,
45502.js,1,1.75,1,0.75,,,
46.js,1,2.333333333,1,0.666666667,,,
46432.js,1,3,1.5,1.5,,,
4654.js,1,2.5,0,1,,,
4676.js,1,2,1,0.666666667,,,
47154.js,1,1.2,0.4,0.4,,,
47289.js,1,4,1,1,,,
47656.js,1,4,1,1,,,
49340.js,1,4,1,1,,,
49662.js,1,4,1,1,,,
49680.js,1,4,1,1,,,
49711.js,1,4,1,1,,,
50055.js,1,3,1,1,,,
50084.js,1,3,1,1,,,
50145.js,1,3,1,1,,,
50382.js,0.5,2.5,0,0,,,
50435.js,1,3,1,1,,,
50453.js,1,3,1,1,,,
50529.js,1,4,1,1,,,
50562.js,1,4,1,1,,,
50570.js,1,4,1,1,,,
50605.js,1,3,1,1,,,
50674.js,1,3,1,1,,,
50721.js,1,3,1,1,,,
50732.js,1,3,1,1,,,
51042.js,1,1.285714286,0.714285714,0.714285714,,,
51051.js,1,1.75,0.75,0.75,,,
51153.js,1,1.166666667,0.333333333,0.333333333,,,
51297.js,1,1.4,0.6,0.4,,,
51515.js,1,1.6,0.8,0.8,,,
51803.js,1,4,1,1,,,
51903.js,1,4,1,1,,,
5191.js,1,3,1,1.5,,,
51915.js,1,4,1,1,,,
51925.js,1,4,1,1,,,
51930.js,1,4,1,1,,,
52115.js,1,4,1,1,,,
5217.js,1,2,1,1,,,
52191.js,1,4,1,1,,,
52286.js,1,4,1,1,,,
52340.js,1,4,1,1,,,
52423.js,1,4,1,1,,,
5246.js,1,0.7,0.3,0.4,,,
52707.js,1,1,0.285714286,0.428571429,,,
52733.js,1,1.285714286,0.714285714,0.571428571,,,
52883.js,1,0.9,0.5,0.5,,,
52943.js,1,1.6,0.6,0.8,,,
53065.js,1,4,1,1,,,
53075.js,1,0.75,0.416666667,0.416666667,,,
53399.js,1,1.8,1,0.8,,,
53620.js,1,1.4,0.6,0.4,,,
53628.js,1,1,0.714285714,0.642857143,,,
53659.js,1,0.9,0.4,0.4,,,
53667.js,1,0.615384615,0.307692308,0.307692308,,,
53673.js,1,1.4,0.6,0.6,,,
53701.js,1,1,0.285714286,0.428571429,,,
53741.js,1,1,0.555555556,0.555555556,,,
53868.js,1,1.230769231,0.923076923,0.923076923,,,
5396.js,1,0.956521739,0.869565217,0.869565217,,,
53980.js,1,0.888888889,0.444444444,0.444444444,,,
54129.js,1,0.4375,0.125,0.125,,,
54354.js,1,0.9,0.5,0.5,,,
54409.js,1,0.615384615,0.307692308,0.307692308,,,
54693.js,1,1.142857143,0.571428571,0.571428571,,,
54815.js,1,1.6,0.6,0.6,,,
54985.js,1,0.9,0.5,0.5,,,
55287.js,1,0.9,0.5,0.5,,,
55447.js,1,0.538461538,0.435897436,0.41025641,,,
55460.js,1,1,0.5,0.5,,,
55478.js,1,1.1,0.7,0.7,,,
55560.js,1,0.818181818,0.454545455,0.454545455,,,
55570.js,1,1,0.555555556,0.555555556,,,
5565.js,1,2,1,1,,,
55685.js,1,0.43902439,0.390243902,0.390243902,,,
55856.js,1,1.1,0.6,0.7,,,
55876.js,1,0.7,0.2,0.2,,,
55879.js,1,0.875,0.375,0.375,,,
56064.js,1,0.916666667,0.5,0.583333333,,,
56095.js,1,1,0.6,0.6,,,
56372.js,1,1.166666667,0.5,0.333333333,,,
56410.js,1,0.909090909,0.545454545,0.545454545,,,
56547.js,1,1.333333333,0.888888889,0.888888889,,,
56601.js,1,1,0.5,0.5,,,
56923.js,1,0.75,0.55,0.55,,,
57025.js,1,2.5,1,0.5,,,
57223.js,1,0.538461538,0.153846154,0.230769231,,,
57320.js,1,4,1,1,,,
57339.js,1,1,1,1,,,
57449.js,1,2,0.5,0.5,,,
57481.js,1,0.666666667,0.166666667,0.166666667,,,
57567.js,1,1,0,0,,,
5758.js,1,0.75,0.25,0.25,,,
57583.js,1,0.333333333,0.148148148,0.185185185,,,
57591.js,1,1.75,0.75,1,,,
57617.js,1,2.333333333,1,1.333333333,,,
57674.js,1,4,0,1,,,
57698.js,1,1.5,0.833333333,0.833333333,,,
58229.js,1,1.285714286,1,1,,,
58412.js,1,1.142857143,0.571428571,0.571428571,,,
58550.js,1,1.1,0.9,0.8,,,
58570.js,1,2,1.333333333,1.333333333,,,
58685.js,1,0.511111111,0.466666667,0.466666667,,,
58800.js,1,0.8,0.4,0.5,,,
58819.js,1,5,1,1,,,
58829.js,1,2,1,0.666666667,,,
58867.js,1,0.196078431,0.137254902,0.117647059,,,
58897.js,1,0.4,0.1,0.1,,,
59029.js,1,1.2,0.4,0.6,,,
5905.js,1,4,1,1,,,
59093.js,1,2,0.5,0.5,,,
59099.js,1,2.333333333,1,1.333333333,,,
59106.js,1,0.647058824,0.529411765,0.470588235,,,
59296.js,1,1.1,0.8,0.8,,,
59309.js,1,1.285714286,1,0.857142857,,,
59355.js,1,1,1,1,,,
59383.js,1,1.6,1,1,,,
59534.js,1,4,1,1,,,
59540.js,1,1.2,0.6,0.2,,,
59559.js,1,4,1,1,,,
59875.js,1,3,1,1,,,
6010.js,1,4,1,1,,,
60128.js,1,1,1,1,,,
60326.js,1,2.5,0,0,,,
60393.js,1,1.285714286,0.714285714,0.857142857,,,
60820.js,1,2,0.5,0.5,,,
61022.js,1,1.333333333,0.333333333,0.333333333,,,
61201.js,1,0.857142857,0.428571429,0.285714286,,,
61254.js,1,1,1,1,,,
61443.js,1,0.8,0.6,0.6,,,
61535.js,1,3,1.5,1,,,
61596.js,1,1.428571429,1,1,,,
61603.js,0.857142857,1.285714286,0.714285714,0.571428571,,,
61618.js,1,3,1,1,,,
61642.js,1,0.5,0.125,0.125,,,
6175.js,1,2.5,1,0,,,
61757.js,1,1.2,0.6,0.6,,,
61902.js,1,0.315789474,0.157894737,0.105263158,,,
61999.js,1,0.75,0.416666667,0.416666667,,,
62021.js,0.666666667,1,0.333333333,0.333333333,,,
62048.js,1,1.2,0.4,0.4,,,
62277.js,1,1,0.333333333,0.333333333,,,
62461.js,0.75,1.75,0.25,0.25,,,
62479.js,1,0.34375,0.25,0.25,,,
62519.js,1,1.428571429,0.857142857,1,,,
62758.js,1,0.125,0.053571429,0.053571429,,,
6279.js,1,3,1,1,,,
62802.js,1,0.5,0.166666667,0.166666667,,,
62914.js,1,0.428571429,0.214285714,0.214285714,,,
63048.js,1,1.6,0.2,0.2,,,
63155.js,1,1,0.625,0.625,,,
63225.js,1,2.333333333,1.333333333,1,,,
63230.js,1,1.75,1,1,,,
63301.js,1,3,1,1,,,
634.js,1,4,1,1,,,
63457.js,1,0.75,0.375,0.375,,,
63628.js,1,0.588235294,0.352941176,0.294117647,,,
63674.js,1,0.442060086,0.429184549,0.429184549,,,
6370.js,1,3,1,1,,,
63757.js,1,0.666666667,0.416666667,0.333333333,,,
63819.js,1,1,1,1,,,
64206.js,1,2.5,0,1,,,
6422.js,1,4,1,1,,,
64731.js,1,2,0.333333333,1.333333333,,,
6476.js,1,4,1,1,,,
6500.js,1,2.5,0,0,,,
65036.js,0.939393939,0.454545455,0.363636364,0.393939394,,,
65052.js,1,0.769230769,0.615384615,0.538461538,,,
65219.js,1,1.166666667,1,1,,,
65267.js,1,0.8,0.6,0.6,,,
65321.js,1,0.583333333,0.416666667,0.416666667,,,
65459.js,1,1,0.333333333,0.5,,,
65727.js,1,1,0.285714286,0.428571429,,,
6586.js,1,3,1,1,,,
66106.js,1,0.666666667,0.222222222,0.333333333,,,
66225.js,1,0.833333333,0.5,0.5,,,
66323.js,1,1.333333333,0.888888889,0.888888889,,,
66363.js,1,1.428571429,0.857142857,0.857142857,,,
66365.js,1,1.4,0.4,0.6,,,
66377.js,1,1.5,0.833333333,0.833333333,,,
66394.js,1,2,1,1,,,
66399.js,1,2,1,1.25,,,
66502.js,1,3,1,0.5,,,
66877.js,1,4,1,1,,,
66945.js,1,4,1,1,,,
67353.js,1,4,1,1,,,
67476.js,1,3,1,1.5,,,
67544.js,1,3,1.5,1,,,
67717.js,1,3,1,1,,,
67724.js,1,4,1,1,,,
67737.js,1,1.5,0.5,0.5,,,
67918.js,1,3,1,1,,,
67961.js,1,1.333333333,1,1,,,
67981.js,1,3,1,0.5,,,
68040.js,1,1.333333333,0.333333333,0.333333333,,,
6806.js,1,1,0.571428571,0.428571429,,,
68706.js,1,2,0.5,0.5,,,
68856.js,1,3,1.5,0,,,
69198.js,1,2,0.5,0.5,,,
69216.js,1,4,1,1,,,
69246.js,1,3,1,1,,,
69472.js,1,3,1,1,,,
69578.js,1,1.333333333,0.333333333,0.333333333,,,
69604.js,1,4,1,1,,,
69635.js,1,3,1.5,1.5,,,
69705.js,1,4,1,1,,,
69826.js,1,4,1,1,,,
70353.js,1,4,1,1,,,
70364.js,1,4,1,1,,,
70748.js,1,4,1,1,,,
70775.js,1,4,1,1,,,
70848.js,1,3,1,1,,,
71032.js,1,4,1,1,,,
71077.js,1,4,1,1,,,
7167.js,1,4,1,1,,,
71688.js,1,0.857142857,0.285714286,0.428571429,,,
71716.js,1,1.210526316,1.052631579,1.052631579,,,
71738.js,1,1.5,0.5,0.5,,,
71744.js,1,4,1,1,,,
71750.js,1,4,1,1,,,
72068.js,1,2,0.5,0.5,,,
72259.js,1,1.333333333,0.666666667,0.5,,,
72273.js,1,0.470588235,0.235294118,0.235294118,,,
72470.js,1,2.333333333,1,1,,,
72581.js,1,1.142857143,0.571428571,0.571428571,,,
72777.js,1,4,1,1,,,
73103.js,1,1.2,0.4,0.4,,,
73109.js,1,1.2,0.6,0.4,,,
73132.js,1,1.2,0.4,0.4,,,
73187.js,1,2,0.666666667,0.666666667,,,
73243.js,1,2,1,0.666666667,,,
73244.js,1,1.5,0.5,0.5,,,
7325.js,1,2,1,1,,,
73300.js,1,4,1,1,,,
73432.js,1,3,1,1,,,
73442.js,1,2,0.5,0.5,,,
7745.js,1,1,0.769230769,0.692307692,,,
7775.js,1,4,1,1,,,
78018.js,1,0.444444444,0.222222222,0.222222222,,,
78361.js,1,0.444444444,0.222222222,0.222222222,,,
78393.js,1,0.444444444,0.166666667,0.222222222,,,
78604.js,1,0.444444444,0.166666667,0.166666667,,,
78626.js,1,0.444444444,0.166666667,0.222222222,,,
78937.js,1,0.444444444,0.166666667,0.166666667,,,
79119.js,1,0.444444444,0.222222222,0.166666667,,,
79406.js,1,0.444444444,0.222222222,0.222222222,,,
79496.js,1,0.444444444,0.222222222,0.222222222,,,
79644.js,1,3,1,1,,,
79783.js,1,1.4,0.6,0.8,,,
79806.js,1,1.083333333,0.75,0.666666667,,,
79827.js,1,1.428571429,0.714285714,0.714285714,,,
80041.js,1,3,1,1,,,
80045.js,1,0.672566372,0.660766962,0.660766962,,,
80055.js,1,1.1,0.7,0.6,,,
80121.js,1,2,1,0.666666667,,,
80761.js,1,3,1.5,1.5,,,
80781.js,1,2,0.666666667,1,,,
81381.js,1,0.666666667,0.333333333,0.222222222,,,
81439.js,1,1.5,0.5,0.75,,,
81583.js,1,3,1.5,1,,,
81680.js,1,1,0.333333333,0.333333333,,,
81791.js,1,3,1,1,,,
8184.js,1,4,1,1,,,
81895.js,1,2,1,1,,,
81923.js,1,1,0.5,0.5,,,
81975.js,1,3,1,1.5,,,
82065.js,1,3,1.5,1,,,
82079.js,1,0.857142857,0.285714286,0.285714286,,,
82121.js,1,1.2,0.4,0.4,,,
82246.js,1,1.5,0.5,0.75,,,
82363.js,1,0.857142857,0.428571429,0.285714286,,,
82510.js,1,0.857142857,0.285714286,0.428571429,,,
82835.js,1,3,1,1,,,
82848.js,1,2,0.333333333,0.333333333,,,
82951.js,1,3,1,0.5,,,
83022.js,1,2.333333333,1,1,,,
83042.js,1,2.5,0.5,0.5,,,
83083.js,1,4,1,0,,,
83096.js,1,0.818181818,0.454545455,0.454545455,,,
83154.js,1,3,1,0.5,,,
83287.js,1,3,0.5,1,,,
83488.js,1,3,0.5,1,,,
83510.js,1,3,1,0.5,,,
83582.js,1,3,1,0.5,,,
83628.js,1,3,0.5,1,,,
83803.js,1,3,0.5,0.5,,,
83881.js,1,1.6,0.8,0.8,,,
83941.js,1,2.5,1,0.5,,,
83992.js,1,2,1,1,,,
84008.js,1,1.75,0.75,0.5,,,
84075.js,1,2,0.666666667,0.666666667,,,
84203.js,1,4,1,1,,,
8424.js,1,4,1,1,,,
84248.js,1,0.306122449,0.224489796,0.244897959,,,
84337.js,1,2,1,0.666666667,,,
84365.js,1,2.5,1,1,,,
84901.js,1,3,1,1.5,,,
84950.js,1,3,0.5,0.5,,,
84966.js,1,0.909090909,0.545454545,0.545454545,,,
85373.js,1,4,1,1,,,
85388.js,1,3,1,0.5,,,
85769.js,1,2,1,1,,,
85776.js,1,2,0.666666667,1,,,
86047.js,1,1.6,1,1,,,
86050.js,1,1.2,0.4,0.6,,,
86060.js,1,0.666666667,0.333333333,0.333333333,,,
86065.js,1,1.2,0.4,0.4,,,
86235.js,1,1.75,0.75,1,,,
86436.js,1,3,1,0.5,,,
86504.js,1,3,1.5,1,,,
86507.js,1,2.5,0.5,0.5,,,
86715.js,1,2.5,0.5,1,,,
86735.js,1,1.5,0.75,0.5,,,
86811.js,1,1.2,0.4,0.4,,,
86832.js,1,0.75,0.25,0.25,,,
86969.js,1,1.333333333,0.833333333,0.833333333,,,
87032.js,1,4,1,1,,,
87083.js,1,4,1,1,,,
87103.js,1,4,1,1,,,
87319.js,1,4,1,1,,,
87347.js,1,4,1,1,,,
87349.js,1,4,1,1,,,
87389.js,1,4,1,1,,,
87599.js,1,4,1,1,,,
87741.js,1,3,1,1,,,
87868.js,1,4,1,1,,,
87950.js,1,2,0.5,0.5,,,
88026.js,1,3,1,1,,,
88245.js,1,4,1,1,,,
88281.js,1,2,0.5,0.5,,,
88338.js,1,1.333333333,0.333333333,0.333333333,,,
88368.js,1,1.090909091,0.818181818,0.727272727,,,
88502.js,1,4,1,1,,,
88562.js,1,1,0.625,0.625,,,
88584.js,1,2,0.5,0.5,,,
88669.js,1,1.333333333,0.333333333,0.333333333,,,
88692.js,1,2.333333333,1,1,,,
88889.js,1,2,1.333333333,1,,,
89372.js,1,4,1,1,,,
89559.js,1,4,1,1,,,
89608.js,1,0.857142857,0.285714286,0.285714286,,,
89708.js,1,3,1,1.5,,,
89933.js,1,3,1.5,1.5,,,
90873.js,1,1,0.625,0.625,,,
90997.js,1,3,1,1,,,
9117.js,1,0.4,0.4,0.4,,,
91312.js,1,0.75,0.25,0.375,,,
91394.js,1,1.75,0.75,0.75,,,
91446.js,1,2,1,1,,,
91677.js,1,1.2,0.6,0.4,,,
91734.js,1,0.545454545,0.181818182,0.181818182,,,
91748.js,1,1.5,0.75,0.5,,,
92077.js,1,1.8,1,0.8,,,
92546.js,1,1.142857143,0.428571429,0.428571429,,,
92794.js,1,1.75,0.75,0.75,,,
93449.js,1,4,1,1,,,
93824.js,1,0.146341463,0.073170732,0.073170732,,,
93844.js,1,1.5,0.75,0.5,,,
93979.js,1,0.666666667,0.333333333,0.333333333,,,
94051.js,1,0.111111111,0.055555556,0.055555556,,,
94210.js,1,4,1,1,,,
94270.js,1,3,1,1,,,
94309.js,1,0.6,0.2,0.2,,,
94320.js,1,3,1,1,,,
94449.js,1,1.333333333,0.833333333,0.833333333,,,
94637.js,1,4,1,1,,,
94705.js,1,4,1,1,,,
94749.js,1,3,1,1,,,
94934.js,1,2,0.666666667,0.666666667,,,
94937.js,1,0.857142857,0.428571429,0.285714286,,,
95059.js,1,1.333333333,0.333333333,0.333333333,,,
95121.js,1,3,1,1,,,
95177.js,1,3,1,1,,,
95188.js,1,3,1,1,,,
95239.js,1,3,1,1,,,
95304.js,1,3,1,1,,,
95349.js,1,4,1,1,,,
95354.js,1,4,1,1,,,
95511.js,1,0.705882353,0.529411765,0.529411765,,,
95745.js,1,3,1,1,,,
95768.js,1,3,1,1,,,
96010.js,1,1.666666667,1,1,,,
96286.js,1,1.2,0.4,0.6,,,
96412.js,1,1,0.5,0.333333333,,,
96460.js,1,1.6,0.6,0.8,,,
96609.js,1,0.25,0.0625,0.0625,,,
96866.js,1,4,1,1,,,
96992.js,1,1.75,0.75,0.75,,,
97023.js,1,1.285714286,0.714285714,0.714285714,,,
971.js,1,2,0.5,0.5,,,
97154.js,1,3,0.5,1,,,
97160.js,1,2.333333333,0.666666667,0.666666667,,,
97966.js,1,1.333333333,0.888888889,0.888888889,,,
97999.js,1,1.75,0.75,0.25,,,
9814.js,1,4,1,1,,,
98605.js,1,1.428571429,0.857142857,1,,,
98613.js,1,3,1,1,,,
98791.js,1,1.4,0.6,0.6,,,
98893.js,1,1.166666667,0.333333333,0.333333333,,,
98898.js,1,0.875,0.25,0.375,,,
98983.js,1,1,0.555555556,0.555555556,,,
99018.js,1,0.777777778,0.333333333,0.222222222,,,
99031.js,1,1,0.428571429,0.428571429,,,
99032.js,1,0.636363636,0.272727273,0.181818182,,,
99044.js,1,0.7,0.2,0.3,,,
99156.js,1,2,0.666666667,0.666666667,,,
99288.js,1,1,0.285714286,0.428571429,,,
99502.js,1,2,0.5,0.5,,,
9958.js,1,3,1,1,,,
